rotation_speed,vibration,temperature,pressure,flow_rate,voltage,current,is_normal
10817.0,2.01,75.07,550.06,69.96,380.06,9.95,True
9288.0,1.9,75.07,549.94,69.98,379.97,10.04,True
9593.0,1.92,75.04,550.05,69.92,380.04,9.91,True
10525.0,1.96,74.96,550.08,69.98,379.94,10.01,True
10580.0,1.9,75.0,549.96,70.0,380.05,9.99,True
9434.0,1.99,74.95,549.99,70.05,380.03,9.9,True
5488.0,1.77,74.95,549.87,69.94000000000001,379.82,10.03,False
10822.0,2.06,75.08,550.06,70.01,379.97,9.96,True
9829.0,2.01,75.05,549.99,69.97,379.98,10.02,True
9988.0,1.94,75.0,549.9,70.09,380.08,10.08,True
10555.0,1.92,75.01,550.03,70.07,379.93,9.91,True
10392.0,2.0,75.01,550.07,69.94,379.91,10.09,True
9787.0,1.96,75.02,549.94,69.93,380.07,10.08,True
9693.0,1.96,75.06,550.06,70.04,379.99,9.95,True
10265.0,1.9,75.03,549.92,70.09,380.0,10.05,True
10999.0,1.91,74.91,549.9,70.02,379.9,9.93,True
383.0,1.27,75.0,549.8299999999999,69.99000000000001,379.84000000000003,9.94,False
10967.0,1.94,75.02,550.05,69.96,380.01,9.94,True
1577.0,1.89,75.00999999999999,549.8199999999999,69.83000000000001,379.90000000000003,9.99,False
10291.0,1.91,74.93,550.08,69.94,380.03,10.03,True
1165.0,1.0299999999999998,74.98,549.91,69.94000000000001,379.84,9.92,False
10884.0,1.91,75.09,550.07,70.08,379.9,9.96,True
10805.0,1.97,74.97,549.91,70.03,379.98,10.08,True
10041.0,1.93,75.03,550.03,70.04,379.97,9.98,True
10472.0,1.92,74.99,549.98,69.96,379.98,10.02,True
10964.0,2.03,74.96,550.04,70.02,380.05,10.01,True
10193.0,1.94,74.99,549.9,69.94,380.0,10.02,True
10520.0,2.03,75.04,550.01,69.99,380.04,9.94,True
9977.0,1.93,74.92,549.94,70.05,379.93,10.03,True
9245.0,1.98,75.02,549.92,69.91,379.91,10.07,True
9834.0,2.01,75.08,550.01,70.09,379.97,10.04,True
17478.0,2.3699999999999997,75.0,550.1700000000001,70.03,380.12,10.1,False
9702.0,2.07,74.94,550.01,70.05,380.0,10.08,True
10317.0,1.98,75.08,549.94,69.92,379.97,10.04,True
10785.0,2.09,75.06,549.9,70.05,379.91,10.08,True
10369.0,1.94,74.92,550.06,69.95,379.95,10.0,True
10710.0,1.92,75.08,549.96,70.01,379.93,9.95,True
10341.0,2.07,74.99,549.92,70.07,379.96,9.91,True
9353.0,2.04,74.93,550.04,70.09,380.03,9.99,True
9672.0,2.03,75.09,550.04,69.91,379.95,10.08,True
10055.0,2.03,75.01,550.03,70.09,380.08,10.09,True
9356.0,1.96,74.98,549.98,70.08,380.09,10.06,True
9317.0,1.92,75.07,549.99,69.94,379.97,10.0,True
9772.0,1.98,74.91,549.93,70.07,379.91,9.94,True
3620.0,1.0899999999999999,74.91000000000001,549.88,69.99,379.81,9.85,False
10087.0,1.97,74.92,550.02,69.91,380.03,10.07,True
10425.0,1.96,74.94,549.94,69.95,379.97,10.02,True
10840.0,2.02,75.01,550.06,70.08,380.07,9.99,True
9535.0,2.0,74.98,550.0,70.0,379.92,10.09,True
10141.0,1.9,74.97,550.03,70.03,379.98,10.08,True
9905.0,2.07,75.02,550.01,70.01,380.02,10.02,True
10633.0,2.07,74.94,549.98,70.08,379.9,10.08,True
9553.0,1.99,75.09,549.97,70.08,380.05,9.9,True
9187.0,1.97,74.99,550.01,69.91,380.04,10.06,True
19440.0,2.77,75.02,550.0799999999999,69.98,379.97,10.07,False
10506.0,2.01,75.03,550.07,70.0,379.99,9.91,True
10343.0,1.9,75.06,550.06,69.96,380.08,10.08,True
15135.0,2.89,75.0,550.13,70.00999999999999,380.10999999999996,10.15,False
9768.0,1.97,75.06,549.93,69.91,380.06,10.08,True
9171.0,1.98,74.96,549.92,70.03,379.97,10.05,True
9748.0,2.0,75.01,549.93,69.95,379.97,9.98,True
9647.0,1.97,74.97,549.95,69.95,380.09,10.07,True
10040.0,2.03,74.97,549.92,70.02,379.97,10.03,True
10730.0,2.06,75.0,550.06,70.08,380.05,9.91,True
10969.0,2.01,74.97,549.93,70.04,379.92,10.02,True
10650.0,1.93,74.93,549.97,69.98,380.04,10.04,True
10015.0,1.97,75.03,550.05,70.07,379.93,9.93,True
9499.0,2.03,75.07,550.03,69.92,379.96,10.09,True
10498.0,2.04,74.91,549.92,70.03,380.03,9.93,True
10075.0,2.01,75.07,549.97,69.91,379.98,10.07,True
10017.0,2.07,75.03,550.08,70.0,379.92,9.92,True
10922.0,1.95,74.94,550.07,70.06,379.97,10.0,True
9386.0,1.93,75.05,550.04,69.97,379.92,10.0,True
9548.0,1.96,75.03,550.08,70.02,379.9,9.92,True
9917.0,2.06,74.93,550.04,70.03,380.08,10.07,True
10915.0,1.99,75.05,550.05,69.97,379.96,9.91,True
10752.0,2.05,75.02,550.07,69.97,379.91,9.93,True
9927.0,2.07,75.0,549.98,69.99,380.04,9.9,True
9239.0,1.95,75.06,550.0,70.02,380.0,9.94,True
10238.0,2.06,74.95,550.09,70.07,380.06,10.07,True
10102.0,1.99,75.07,550.05,69.9,380.05,10.0,True
9290.0,2.0,74.91,549.93,69.99,380.02,9.99,True
10995.0,2.08,75.08,550.05,69.95,379.94,9.93,True
9999.0,1.94,74.96,549.94,69.9,380.06,10.08,True
10058.0,1.98,75.06,549.96,70.06,380.02,9.94,True
10394.0,2.05,74.97,550.05,70.06,380.01,9.9,True
9367.0,1.93,75.07,550.08,69.94,379.9,10.04,True
9390.0,1.99,75.09,549.94,70.01,379.99,9.95,True
2845.0,1.47,74.94,549.9799999999999,69.96000000000001,379.90000000000003,9.89,False
9079.0,2.05,74.97,549.97,70.09,380.03,10.0,True
9305.0,2.06,75.03,549.99,69.95,380.02,9.97,True
9377.0,2.04,75.02,550.01,69.92,379.95,10.06,True
10302.0,2.06,74.97,549.94,69.99,379.98,9.93,True
10924.0,1.92,75.04,549.97,70.06,379.99,9.95,True
10908.0,1.96,74.9,549.93,70.02,380.07,10.06,True
13908.0,2.33,75.14,549.97,70.02,380.09000000000003,10.14,False
9453.0,1.97,74.96,549.91,69.94,380.08,10.02,True
10353.0,2.06,75.07,550.05,70.02,379.9,10.03,True
10970.0,2.0,75.09,550.07,69.96,380.01,9.96,True
9303.0,2.01,75.04,549.91,69.98,379.93,10.04,True
10242.0,2.01,74.99,549.9,69.98,379.99,9.92,True
10394.0,1.94,75.09,550.08,70.08,380.01,10.04,True
10242.0,2.07,75.08,550.09,70.09,380.05,9.91,True
15716.0,2.48,75.00999999999999,550.13,70.03,380.09000000000003,10.12,False
10963.0,2.07,75.01,550.05,69.92,380.03,9.92,True
9950.0,1.99,75.02,549.95,70.01,379.96,10.09,True
9154.0,1.9,74.98,549.99,70.05,379.95,9.94,True
9567.0,2.08,74.92,550.08,70.08,379.99,9.95,True
9282.0,1.93,74.96,550.05,70.02,379.98,10.06,True
9760.0,1.95,74.98,549.92,69.93,380.0,10.07,True
10603.0,1.9,74.97,550.0,69.94,379.94,10.0,True
10089.0,2.04,74.93,550.0,69.92,380.02,9.91,True
10226.0,2.05,75.09,550.04,70.09,379.98,10.05,True
9815.0,1.95,74.99,549.97,69.93,379.94,10.02,True
4069.0,1.1099999999999999,74.91000000000001,549.85,69.92,379.88,9.85,False
9270.0,1.99,75.0,550.08,70.03,379.9,9.9,True
10404.0,1.91,74.95,550.01,70.09,379.9,10.04,True
9227.0,2.01,74.98,550.01,70.05,380.06,10.02,True
2219.0,1.77,74.85,549.88,69.96000000000001,379.85,9.99,False
9147.0,1.91,75.01,549.94,70.09,379.93,9.98,True
10311.0,2.06,75.02,549.98,69.91,379.98,9.93,True
10745.0,1.98,75.01,550.0,70.02,379.99,10.02,True
10601.0,2.09,74.95,549.91,70.06,380.0,10.08,True
9080.0,1.96,75.03,549.97,70.0,379.91,9.91,True
10219.0,2.05,75.07,549.9,69.96,379.99,10.08,True
9413.0,1.92,75.09,549.95,70.05,379.99,9.9,True
9708.0,1.95,75.02,549.91,70.01,380.04,10.07,True
9721.0,2.03,74.97,550.05,70.0,380.08,10.0,True
10185.0,1.95,75.08,550.05,69.92,379.96,10.09,True
9987.0,2.01,74.94,550.08,70.07,379.95,10.08,True
10873.0,1.91,75.05,550.09,70.06,379.91,10.01,True
13067.0,2.4699999999999998,75.14,549.9899999999999,70.0,380.15999999999997,10.14,False
9319.0,1.92,74.98,549.92,70.02,380.01,10.06,True
9471.0,2.07,74.93,549.98,69.99,379.93,10.05,True
10688.0,2.07,74.91,549.95,69.92,380.03,9.92,True
9759.0,2.08,75.0,550.05,69.91,380.02,9.9,True
10163.0,2.09,74.93,549.95,69.9,379.94,9.93,True
9090.0,1.91,74.9,550.04,70.0,379.91,9.98,True
3423.0,1.9499999999999997,74.81,549.9300000000001,69.87,379.84,9.889999999999999,False
9601.0,2.07,75.04,549.98,69.93,380.0,9.91,True
1981.0,1.42,74.86000000000001,550.0,69.84,380.0,10.0,False
10532.0,2.06,75.05,550.05,70.05,380.06,10.04,True
6441.0,1.6600000000000001,74.92999999999999,549.8399999999999,70.01,379.91,9.959999999999999,False
10993.0,1.97,74.9,549.98,69.98,379.97,10.02,True
10246.0,1.97,74.96,550.08,69.92,379.96,10.0,True
9577.0,2.01,75.0,549.91,70.05,380.08,10.09,True
9524.0,2.04,74.96,550.04,69.95,379.98,9.9,True
10670.0,1.92,75.07,549.93,69.94,379.94,10.01,True
9936.0,1.99,74.94,549.93,70.07,379.92,9.99,True
10886.0,2.08,74.98,550.0,69.94,380.06,9.96,True
10805.0,2.09,75.02,549.97,69.98,379.99,10.01,True
10583.0,1.96,75.06,550.01,69.9,380.02,9.99,True
9172.0,2.07,74.95,550.0,69.93,379.98,10.0,True
10787.0,2.05,74.97,549.99,70.03,380.05,10.09,True
10820.0,1.98,75.09,549.93,69.95,379.96,9.96,True
9936.0,2.03,75.08,550.03,69.94,379.99,9.96,True
14463.0,2.71,75.00999999999999,550.07,69.97,380.0,10.1,False
10656.0,1.93,75.08,550.0,70.06,380.09,10.09,True
9508.0,2.03,74.94,549.99,70.09,380.09,10.05,True
10566.0,2.09,74.97,550.06,69.99,379.9,9.96,True
9271.0,2.07,75.09,550.08,69.92,379.94,9.93,True
10025.0,1.92,75.01,549.94,69.91,380.06,9.95,True
9567.0,2.03,74.98,549.94,69.94,380.09,9.99,True
14675.0,2.6,75.03,550.09,70.10000000000001,379.99,10.02,False
10852.0,1.93,75.07,550.05,69.9,380.01,10.05,True
12405.0,2.7,75.03,549.9899999999999,70.08,380.08,10.08,False
9321.0,1.9,74.99,549.98,69.9,380.06,10.07,True
9129.0,1.94,75.03,549.92,70.04,380.03,9.96,True
9182.0,1.99,75.09,549.99,69.91,379.9,9.99,True
9417.0,2.09,75.08,549.95,70.07,379.94,9.9,True
14935.0,2.25,75.1,550.0799999999999,70.02000000000001,380.13,10.05,False
10055.0,2.01,75.02,549.99,69.95,379.98,9.93,True
9877.0,1.96,75.0,550.08,69.93,379.9,9.93,True
9194.0,1.99,74.92,549.93,70.05,380.01,10.0,True
9625.0,2.01,75.07,549.98,69.93,380.02,10.05,True
10255.0,1.99,75.03,549.98,69.98,379.97,9.99,True
10195.0,2.03,74.96,549.9,70.06,380.08,10.04,True
9683.0,2.01,74.98,549.97,69.95,380.01,9.93,True
9071.0,1.91,75.06,549.9,70.01,380.05,10.05,True
10733.0,2.01,75.04,549.96,70.02,379.97,10.07,True
9245.0,1.9,75.09,549.96,69.96,380.08,10.04,True
9396.0,1.9,74.97,549.93,70.09,380.08,9.96,True
10984.0,2.05,75.0,550.06,69.95,379.92,10.04,True
9461.0,2.01,75.04,549.91,70.09,380.06,9.9,True
10158.0,1.9,75.04,549.98,69.94,379.94,9.94,True
10946.0,2.08,75.05,549.92,70.05,380.02,10.02,True
10394.0,2.08,74.91,549.94,69.98,380.06,9.99,True
10235.0,1.95,74.91,550.0,69.91,380.01,10.03,True
10552.0,1.91,75.04,549.97,70.01,379.94,10.04,True
9499.0,2.06,75.07,550.09,70.04,380.02,10.06,True
9834.0,1.96,74.97,550.0,70.06,380.06,9.93,True
9921.0,1.91,75.09,550.08,70.09,380.04,10.08,True
9024.0,1.98,74.91,550.06,69.98,380.09,9.97,True
10129.0,2.03,74.93,549.96,69.9,379.97,9.95,True
9260.0,2.01,75.09,549.91,69.99,380.04,10.0,True
10896.0,1.94,74.92,549.94,70.02,379.92,10.08,True
9299.0,2.08,75.04,550.02,69.92,380.0,10.05,True
10592.0,2.0,74.99,549.98,70.0,379.94,9.95,True
10881.0,2.03,74.9,550.05,70.06,379.93,9.95,True
10028.0,2.05,75.04,549.99,70.0,379.98,10.01,True
9277.0,1.93,74.94,550.03,70.02,379.99,10.03,True
10676.0,1.94,75.01,549.92,70.0,379.99,10.07,True
11277.0,2.53,75.07000000000001,550.04,70.13,379.98999999999995,10.020000000000001,False
9740.0,2.05,75.0,549.99,70.09,379.94,9.96,True
9333.0,2.03,75.0,549.9,69.96,380.0,9.96,True
10351.0,1.93,75.09,550.07,70.0,380.08,9.98,True
9777.0,1.92,74.97,549.97,70.01,379.93,10.05,True
10882.0,1.95,75.01,549.97,69.9,379.99,9.96,True
10995.0,1.91,74.97,550.09,69.93,380.08,9.97,True
10931.0,1.91,75.05,550.09,70.0,379.91,9.99,True
9351.0,1.98,74.95,550.04,70.08,380.08,9.99,True
9757.0,1.92,74.91,549.91,70.09,379.94,10.08,True
9918.0,2.04,74.97,550.0,69.9,379.95,10.05,True
9866.0,1.92,75.05,549.9,70.04,380.0,10.08,True
9277.0,1.92,74.95,550.01,69.9,379.91,9.95,True
9499.0,1.1199999999999999,74.97999999999999,549.86,69.97000000000001,379.84000000000003,9.95,False
9605.0,2.05,74.91,549.93,70.09,380.04,10.04,True
7644.0,1.2899999999999998,74.82000000000001,549.9599999999999,69.9,379.86,9.87,False
9190.0,1.91,75.03,549.98,70.01,380.05,9.92,True
9081.0,1.92,75.06,549.96,70.02,380.07,10.02,True
9371.0,1.9,75.09,550.08,70.02,379.96,10.07,True
10190.0,2.01,75.0,549.95,69.98,380.05,10.04,True
10492.0,1.97,74.94,549.98,70.03,379.94,9.9,True
9946.0,2.01,74.93,549.94,70.08,380.0,10.05,True
10558.0,1.96,75.02,549.98,70.02,379.95,9.99,True
10339.0,1.95,75.04,549.99,70.04,380.03,10.08,True
10697.0,2.05,75.09,549.95,70.0,380.05,10.04,True
9295.0,2.07,75.04,549.9,69.97,379.9,9.97,True
9479.0,2.02,74.93,550.08,69.96,379.92,10.06,True
10915.0,2.09,74.99,549.94,70.08,380.06,9.99,True
9358.0,1.9,75.01,550.09,69.9,379.96,9.94,True
10754.0,1.93,75.07,549.95,70.0,379.94,10.04,True
9041.0,1.9,74.99,550.0,69.97,379.98,10.05,True
10799.0,2.02,75.07,549.9,70.07,380.0,9.96,True
10316.0,1.93,75.04,549.98,69.94,380.07,10.05,True
9002.0,2.08,75.07,549.95,70.04,379.9,10.06,True
10763.0,1.97,74.9,549.93,70.08,379.97,10.02,True
10952.0,2.09,74.93,549.94,69.97,380.08,9.97,True
9352.0,2.02,74.91,549.91,69.9,380.01,10.08,True
10247.0,2.03,74.9,549.92,70.01,379.94,10.02,True
10489.0,1.93,74.92,550.06,69.94,380.05,9.92,True
9189.0,2.03,74.97,549.93,70.02,380.06,10.03,True
9618.0,1.99,74.93,550.08,69.99,380.05,10.03,True
10387.0,1.94,75.01,549.91,70.05,379.98,9.93,True
10370.0,2.07,74.9,550.08,69.98,379.92,10.0,True
9762.0,1.98,75.01,549.92,69.97,380.09,10.07,True
10474.0,2.02,74.95,550.02,69.92,379.97,9.96,True
9554.0,1.92,74.9,550.07,69.97,379.97,10.01,True
9188.0,2.06,74.97,550.09,70.08,379.9,9.9,True
11537.0,2.4299999999999997,75.14,550.06,69.98,380.03,10.16,False
10703.0,1.94,75.02,550.07,69.97,379.93,10.07,True
9278.0,1.98,75.09,550.09,70.09,379.9,10.05,True
9079.0,2.03,75.03,550.03,69.97,379.96,10.08,True
9860.0,1.95,75.03,549.9,69.98,379.97,10.04,True
9477.0,1.96,75.02,550.06,70.02,380.06,9.91,True
10567.0,2.07,75.02,550.07,70.06,380.04,9.91,True
10061.0,2.08,75.0,550.04,70.09,380.01,9.99,True
10326.0,1.96,74.94,549.92,70.01,380.09,10.03,True
10226.0,2.08,75.05,549.95,69.97,380.08,10.0,True
